occ_code_onetsoc2010	occ_title_onetsoc2010	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
51-8099.03	Biomass Plant Technicians	2010	.22649421	.074900344		.024158474						.0021906933		32.139999	34.419998		41.98						15.48	
51-8099.03	Biomass Plant Technicians	2011	.37624678	.14905262		.028764103						.0043813866		31.209999	34.419998		41.98						15.48	
51-8099.03	Biomass Plant Technicians	2012	.55406773	.16111745		.073953703				.00024781653		.011358229	.00024781653	29.66	34.419998		41.98				17.75		15.48	17.75
51-8099.03	Biomass Plant Technicians	2013	3.3106618	.17318229	1.6129125	.10487223			0	.00069260935		.018335072	.00069260935	51.599998	34.419998	73.860001	41.98			90.110001	17.75		15.48	17.75
51-8099.03	Biomass Plant Technicians	2014	5.4205337	.18524714	2.5728703	.13712284			.0015492201	.0060027773		.023391681	.0060027773	49.740002	34.419998	73.860001	41.98			19	17.75		15.48	17.75
51-8099.03	Biomass Plant Technicians	2015	8.9778862	.19839336	3.5328279	.17343056		.019851323	.0026032967	.010869746	.0015670536	.1247744	.050379731	39.18	34.419998	73.860001	41.98		31.110001	19	17.75	17.860001	15.48	22.1
51-8099.03	Biomass Plant Technicians	2016	13.015542	.24630438	3.8054795	.17725402	.0385377	.25711104	.068171099	.018067542	.004440099	.14131366	.37748703	31.209999	34.419998	73.860001	41.98	29.870001	31.110001	19	17.75	17.860001	15.48	25.309999
51-8099.03	Biomass Plant Technicians	2017	13.458837	.2479426	3.8300908	.19738562	.053170111	.25714752	.070034072	.019339751	.0064117536	.14713949	.37922648	30.799999	34.419998	73.860001	41.98	29.870001	31.110001	19	17.75	17.860001	15.48	25.309999
51-8099.03	Biomass Plant Technicians	2018	15.656377	.2480799	4.3879256	.20907933	.053197447	.30405998	.073615022	.045914203	.00887735	.16186234	.52332991	30.49	34.419998	73.860001	41.98	29.870001	31.110001	19	17.75	17.860001	15.48	24.48
51-8099.03	Biomass Plant Technicians	2019	20.27133	.24815193	5.5184016	.27471635	.057406735	.33913761	.099141151	.065810189	.017172411	.19292736	.63113922	29.450001	34.419998	73.860001	41.98	29.870001	31.110001	19	17.75	17.860001	15.48	24.17
51-8099.03	Biomass Plant Technicians	2020	22.09244	.24818671	5.5530834	.33574465	.068195261	.40750113	.10049275	.16184442	.018978169	.21721187	.95758927	27.17	34.419998	73.860001	41.98	29.870001	31.110001	19	17.75	17.860001	15.48	22.719999
51-8099.03	Biomass Plant Technicians	2021	23.765652	.24826625	5.5583715	.39697289	.12070952	.52436066	.10614443	.1942711	.019779522	.22928482	1.2299912	26.860001	34.419998	73.860001	41.98	29.870001	31.110001	19	17.75	17.860001	15.48	22.93
51-8099.03	Biomass Plant Technicians	2022	25.330271	.24826634	5.5746169	.41018075	.13765518	.5482645	.12587157	.38074639	.020167667	.24655588	1.573899	25.52	34.419998	73.860001	41.98	29.870001	31.110001	19	17.75	17.860001	15.48	21.889999
51-8099.03	Biomass Plant Technicians	2023	27.4147	.24826641	5.5788813	.412808	.18762407	.55068284	.20598827	.49364242	.020393491	.42306706	1.7222601	24.07	34.419998	73.860001	41.98	29.870001	31.110001	19	17.75	17.860001	15.48	21.27
51-8099.04	Hydroelectric Plant Technicians	2010	.236065	.079591766		.02341925						.0025716596		39.490002	47.77		36.900002						27.690001	
51-8099.04	Hydroelectric Plant Technicians	2011	.39465827	.1583886		.027883951						.0051433193		39.490002	47.77		36.900002						27.690001	
51-8099.04	Hydroelectric Plant Technicians	2012	.57964265	.17120913		.071690775				.0002913904		.01333345	.0002913904	37.630001	47.77		36.900002				27.280001		27.690001	27.280001
51-8099.04	Hydroelectric Plant Technicians	2013	3.3138602	.18402967	1.5720775	.10166322			0	.00081439171		.02152358	.00081439171	51.919998	47.77	69.199997	36.900002			91.870003	27.280001		27.690001	27.280001
51-8099.04	Hydroelectric Plant Technicians	2014	5.4344645	.1968502	2.5077314	.132927			.0018344475	.0070582526		.027459547	.0070582526	50.669998	47.77	69.199997	36.900002			29.76	27.280001		27.690001	27.280001
51-8099.04	Hydroelectric Plant Technicians	2015	9.0958052	.21081984	3.4433854	.16812374		.020153979	.0030825904	.012780985	.0018014986	.14647295	.054413866	43.009998	47.77	69.199997	36.900002		32.560001	29.76	27.280001	26.35	27.690001	29.040001
51-8099.04	Hydroelectric Plant Technicians	2016	13.327736	.2617318	3.7091343	.17183021	.03877034	.26103103	.080722101	.021244377	.0051043769	.16588841	.3940568	37.529999	47.77	69.199997	36.900002	30.799999	32.560001	29.76	27.280001	26.35	27.690001	30.799999
51-8099.04	Hydroelectric Plant Technicians	2017	13.789683	.26347262	3.7331226	.1913458	.053491082	.26106805	.082928069	.022740282	.0073710084	.17272736	.39606038	37.009998	47.77	69.199997	36.900002	30.799999	32.560001	29.76	27.280001	26.35	27.690001	30.799999
51-8099.04	Hydroelectric Plant Technicians	2018	16.05769	.26361853	4.2768345	.20268168	.053518582	.30869576	.087168314	.053987343	.01020548	.19001056	.55209017	36.799999	47.77	69.199997	36.900002	30.799999	32.560001	29.76	27.280001	26.35	27.690001	29.969999
51-8099.04	Hydroelectric Plant Technicians	2019	20.809656	.26369509	5.3786898	.26631027	.05775328	.34430817	.11739407	.077381663	.019741554	.22647785	.66882485	35.560001	47.77	69.199997	36.900002	30.799999	32.560001	29.76	27.280001	26.35	27.690001	29.139999
51-8099.04	Hydroelectric Plant Technicians	2020	22.745213	.26373205	5.4124932	.32547116	.068606928	.41371399	.11899451	.19030169	.02181747	.25498548	1.0282078	34.630001	47.77	69.199997	36.900002	30.799999	32.560001	29.76	27.280001	26.35	27.690001	29.35
51-8099.04	Hydroelectric Plant Technicians	2021	24.501846	.26381657	5.4176478	.38482589	.1214382	.53235519	.12568672	.22842999	.022738712	.26915795	1.3194926	33.490002	47.77	69.199997	36.900002	30.799999	32.560001	29.76	27.280001	26.35	27.690001	29.24
51-8099.04	Hydroelectric Plant Technicians	2022	26.218548	.26381665	5.4334822	.39762959	.13848616	.55662352	.14904584	.44769341	.023184927	.28943247	1.7089167	31.42	47.77	69.199997	36.900002	30.799999	32.560001	29.76	27.280001	26.35	27.690001	28.620001
51-8099.04	Hydroelectric Plant Technicians	2023	28.567537	.26381674	5.4376378	.40017644	.1887567	.55907869	.24391286	.5804401	.023444537	.49663931	1.8802251	30.799999	47.77	69.199997	36.900002	30.799999	32.560001	29.76	27.280001	26.35	27.690001	28.83
51-9011.00	Chemical Equipment Operators and Tenders	2010	.24401817	.081470944		.024623998						.0026657011		46.220001	53.16		44.98						30.799999	
51-9011.00	Chemical Equipment Operators and Tenders	2011	.40735385	.16212818		.029318374						.0053314022		45.91	53.16		44.98						30.799999	
51-9011.00	Chemical Equipment Operators and Tenders	2012	.60004091	.17525141		.075378738				.00031147664		.013821032	.00031147664	44.57	53.16		44.98				31.73		30.799999	31.73
51-9011.00	Chemical Equipment Operators and Tenders	2013	3.5101373	.18837464	1.6849016	.10689306			0	.00087052968		.022310661	.00087052968	67.440002	53.16	82.660004	44.98			5.1199999	31.73		30.799999	31.73
51-9011.00	Chemical Equipment Operators and Tenders	2014	5.7622471	.20149785	2.687705	.13976511			.0018750525	.0075447941		.028463693	.0075447941	66.300003	53.16	82.660004	44.98			31.110001	31.73		30.799999	31.73
51-9011.00	Chemical Equipment Operators and Tenders	2015	9.6205368	.21579732	3.6905084	.17677246		.020215342	.0031508228	.013662009	.0018968991	.15182923	.056118	59.990002	53.16	82.660004	44.98		33.18	31.110001	31.73	29.66	30.799999	31.52
51-9011.00	Chemical Equipment Operators and Tenders	2016	14.015318	.26791131	3.9753296	.18066959	.041119263	.26182577	.082508847	.022708803	.0053746854	.17195468	.40028033	49.43	53.16	82.660004	44.98	38.869999	33.18	31.110001	31.73	29.66	30.799999	32.450001
51-9011.00	Chemical Equipment Operators and Tenders	2017	14.501639	.26969326	4.001039	.20118913	.056731872	.2618629	.084763646	.024307823	.0077613494	.17904373	.4024038	49.220001	53.16	82.660004	44.98	38.869999	33.18	31.110001	31.73	29.66	30.799999	32.66
51-9011.00	Chemical Equipment Operators and Tenders	2018	16.891159	.26984259	4.5837717	.21310815	.056761038	.30963561	.089097746	.057708818	.010745924	.19695893	.56346881	48.189999	53.16	82.660004	44.98	38.869999	33.18	31.110001	31.73	29.66	30.799999	32.66
51-9011.00	Chemical Equipment Operators and Tenders	2019	21.903223	.26992095	5.7647042	.28000996	.061252296	.34535646	.11999253	.082715765	.020786993	.23475978	.68397188	47.150002	53.16	82.660004	44.98	38.869999	33.18	31.110001	31.73	29.66	30.799999	32.139999
51-9011.00	Chemical Equipment Operators and Tenders	2020	23.929758	.26995876	5.8009338	.34221423	.072763525	.41497362	.1216284	.20341964	.022972841	.26430988	1.0576292	45.290001	53.16	82.660004	44.98	38.869999	33.18	31.110001	31.73	29.66	30.799999	31.940001
51-9011.00	Chemical Equipment Operators and Tenders	2021	25.757828	.27004531	5.8064585	.40462232	.12879562	.53397608	.12846874	.24417621	.023942869	.27900061	1.3566741	44.049999	53.16	82.660004	44.98	38.869999	33.18	31.110001	31.73	29.66	30.799999	32.040001
51-9011.00	Chemical Equipment Operators and Tenders	2022	27.559767	.2700454	5.8234291	.41808468	.14687644	.55831826	.15234491	.47855401	.024412714	.30001655	1.7664605	42.91	53.16	82.660004	44.98	38.869999	33.18	31.110001	31.73	29.66	30.799999	31.629999
51-9011.00	Chemical Equipment Operators and Tenders	2023	30.01643	.27004546	5.8278832	.42076254	.20019265	.56078094	.24931177	.62045121	.024686072	.51480061	1.9482075	39.91	53.16	82.660004	44.98	38.869999	33.18	31.110001	31.73	29.66	30.799999	31.83
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2010	.22534284	.073543936		.024463948						.0022187419		30.799999	30.799999		43.84						16.1	
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2011	.37374359	.14635333		.029127812						.0044374838		29.450001	30.799999		43.84						16.1	
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2012	.55192244	.15819968		.074888796				.00023386645		.011503655	.00023386645	28.93	30.799999		43.84				14.03		16.1	14.03
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2013	3.3049729	.17004603	1.610101	.10619827			0	.00065362098		.018569827	.00065362098	51.189999	30.799999	73.550003	43.84			97.150002	14.03		16.1	14.03
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2014	5.403265	.1818924	2.5683854	.13885666			.0014225787	.0056648678		.023691179	.0056648678	48.91	30.799999	73.550003	43.84			13.92	14.03		16.1	14.03
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2015	8.9345036	.19480054	3.52667	.17562348		.01882392	.0023904894	.010257865	.0014712416	.12637196	.04767837	37.84	30.799999	73.550003	43.84		22.719999	13.92	14.03	14.65	16.1	16.82
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2016	12.857388	.24184391	3.7988465	.17949528	.038545281	.24380432	.06259843	.01705048	.0041686241	.14312297	.35763595	28.309999	30.799999	73.550003	43.84	30.07	22.719999	13.92	14.03	14.65	16.1	19.719999
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2017	13.296075	.24345246	3.8234148	.19988143	.053180575	.24383889	.064309113	.018251076	.0060197287	.1490234	.35927859	27.799999	30.799999	73.550003	43.84	30.07	22.719999	13.92	14.03	14.65	16.1	19.620001
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2018	15.453257	.24358729	4.3802772	.211723	.053207915	.2883234	.067597337	.043329593	.0083345743	.16393477	.49564299	27.07	30.799999	73.550003	43.84	30.07	22.719999	13.92	14.03	14.65	16.1	18.58
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2019	19.996761	.24365801	5.5087829	.27818996	.05741803	.3215856	.091036826	.062105592	.016122462	.19539753	.59766239	26.040001	30.799999	73.550003	43.84	30.07	22.719999	13.92	14.03	14.65	16.1	18.48
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2020	21.774374	.24369216	5.5434041	.33998993	.06820868	.38641098	.092277937	.15273385	.017817814	.21999297	.90641326	23.860001	30.799999	73.550003	43.84	30.07	22.719999	13.92	14.03	14.65	16.1	17.34
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2021	23.40649	.24377026	5.5486832	.40199238	.12073328	.49722248	.097467616	.18333516	.01857017	.23222049	1.1642902	22.52	30.799999	73.550003	43.84	30.07	22.719999	13.92	14.03	14.65	16.1	17.440001
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2022	24.918037	.24377035	5.5649004	.41536725	.13768229	.51988918	.11558217	.35931337	.018934583	.24971268	1.4892497	22.41	30.799999	73.550003	43.84	30.07	22.719999	13.92	14.03	14.65	16.1	16.41
51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders	2023	26.94455	.24377042	5.5691566	.4180277	.18766102	.5221824	.18914969	.46585426	.019146601	.42848384	1.6293451	21.17	30.799999	73.550003	43.84	30.07	22.719999	13.92	14.03	14.65	16.1	16.200001
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2010	.19857657	.066523522		.020336896						.0020331298		10.61	14.23		15.89						11.02	
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2011	.33106285	.13238263		.02421397						.0040662596		10.61	14.23		15.89						11.02	
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2012	.48562995	.14309815		.062255107				.0001995276		.010541301	.0001995276	9.6800003	14.23		15.89				7.8200002		11.02	7.8200002
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2013	3.1243362	.15381366	1.588032	.088282697			0	.00055764918		.017016342	.00055764918	34.52	14.23	71.269997	15.89			92.599998	7.8200002		11.02	7.8200002
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2014	5.1104555	.16452917	2.5331814	.11543164			.0012202864	.0048330892		.02170926	.0048330892	33.18	14.23	71.269997	15.89			8.4399996	7.8200002		11.02	7.8200002
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2015	8.4060535	.17620513	3.4783309	.1459959		.015786503	.002050559	.0087516923	.0013328702	.11580011	.040268552	22	14.23	71.269997	15.89		7.1900001	8.4399996	7.8200002	9.5799999	11.02	6.1599998
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2016	11.909795	.21875781	3.7467768	.14921454	.03226041	.20446417	.053696867	.014546943	.0037765624	.13114978	.30087572	13.1	14.23	71.269997	15.89	7.9200001	7.1900001	8.4399996	7.8200002	9.5799999	11.02	5.9499998
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2017	12.300225	.22021282	3.7710085	.16616157	.044509392	.20449317	.055164289	.015571253	.0054535689	.13655661	.30227372	12.99	14.23	71.269997	15.89	7.9200001	7.1900001	8.4399996	7.8200002	9.5799999	11.02	6.0599999
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2018	14.292173	.22033477	4.3202381	.17600547	.044532277	.24179968	.057984926	.036967468	.0075507015	.15022054	.41748196	12.58	14.23	71.269997	15.89	7.9200001	7.1900001	8.4399996	7.8200002	9.5799999	11.02	6.0599999
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2019	18.480747	.22039874	5.4332757	.23125948	.048055924	.26969472	.078091294	.05298657	.014606132	.17905124	.50367391	11.65	14.23	71.269997	15.89	7.9200001	7.1900001	8.4399996	7.8200002	9.5799999	11.02	6.0599999
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2020	20.031303	.22042963	5.4674225	.28263384	.057087142	.3240599	.079155914	.13030779	.016142033	.20158911	.76503038	10.3	14.23	71.269997	15.89	7.9200001	7.1900001	8.4399996	7.8200002	9.5799999	11.02	6.1599998
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2021	21.429293	.22050028	5.4726291	.33417651	.10104752	.41699094	.083607621	.15641588	.016823631	.21279371	.98258352	9.6800003	14.23	71.269997	15.89	7.9200001	7.1900001	8.4399996	7.8200002	9.5799999	11.02	6.1599998
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2022	22.742748	.22050035	5.4886241	.34529504	.11523297	.43600017	.099146254	.30655506	.017153772	.22882256	1.2585781	8.6400003	14.23	71.269997	15.89	7.9200001	7.1900001	8.4399996	7.8200002	9.5799999	11.02	6.0599999
51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders	2023	24.516336	.22050041	5.4928222	.34750667	.15706259	.43792331	.16225241	.39745244	.017345848	.39263833	1.3778417	8.2299995	14.23	71.269997	15.89	7.9200001	7.1900001	8.4399996	7.8200002	9.5799999	11.02	5.9499998
51-9022.00	Grinding and Polishing Workers, Hand	2010	.21960559	.074329562		.022696901						.00205495		25.83	32.869999		32.450001						11.75	
51-9022.00	Grinding and Polishing Workers, Hand	2011	.36582083	.14791675		.027023893						.0041099		25.620001	32.869999		32.450001						11.75	
51-9022.00	Grinding and Polishing Workers, Hand	2012	.53501862	.15988965		.069479533				.00022409679		.010654433	.00022409679	23.959999	32.869999		32.450001				12.78		11.75	12.78
51-9022.00	Grinding and Polishing Workers, Hand	2013	3.5742869	.17186254	1.8565167	.098527506			0	.00062631618		.017198965	.00062631618	73.650002	32.869999	95.5	32.450001			42.18	12.78		11.75	12.78
51-9022.00	Grinding and Polishing Workers, Hand	2014	5.8540273	.18383545	2.9614606	.12882698			.0013736314	.0054282206		.021942247	.0054282206	72.099998	32.869999	95.5	32.450001			12.47	12.78		11.75	12.78
51-9022.00	Grinding and Polishing Workers, Hand	2015	9.5763235	.19688149	4.0664043	.16293809		.018656334	.002308239	.0098293461	.0013962612	.11704294	.046608467	58.639999	32.869999	95.5	32.450001		21.690001	12.47	12.78	11.23	11.75	14.86
51-9022.00	Grinding and Polishing Workers, Hand	2016	13.569921	.2444274	4.3802357	.16653022	.036503099	.24163374	.060444582	.016338205	.0039561749	.13255735	.35228738	40.939999	32.869999	95.5	32.450001	22.52	21.690001	12.47	12.78	11.23	11.75	17.959999
51-9022.00	Grinding and Polishing Workers, Hand	2017	14.005705	.24605313	4.4085641	.18544388	.050362993	.24166802	.062096406	.017488645	.0057129404	.13802218	.35386917	40.110001	32.869999	95.5	32.450001	22.52	21.690001	12.47	12.78	11.23	11.75	17.959999
51-9022.00	Grinding and Polishing Workers, Hand	2018	16.281605	.2461894	5.0506506	.19643012	.050388884	.2857565	.065271497	.041519515	.007909813	.15183276	.48708797	39.290001	32.869999	95.5	32.450001	22.52	21.690001	12.47	12.78	11.23	11.75	17.549999
51-9022.00	Grinding and Polishing Workers, Hand	2019	21.049057	.24626088	6.3518672	.25809613	.054375943	.31872255	.087904491	.059511151	.0153008	.18097287	.58675349	38.25	32.869999	95.5	32.450001	22.52	21.690001	12.47	12.78	11.23	11.75	16.93
51-9022.00	Grinding and Polishing Workers, Hand	2020	22.791546	.24629539	6.3917866	.31543225	.064594887	.38297081	.089102902	.14635344	.016909748	.20375262	.8872357	35.25	32.869999	95.5	32.450001	22.52	21.690001	12.47	12.78	11.23	11.75	15.37
51-9022.00	Grinding and Polishing Workers, Hand	2021	24.369938	.24637432	6.3978739	.37295625	.11433667	.4927958	.094114013	.17567639	.017623764	.21507749	1.1398807	32.25	32.869999	95.5	32.450001	22.52	21.690001	12.47	12.78	11.23	11.75	15.37
51-9022.00	Grinding and Polishing Workers, Hand	2022	25.84317	.24637441	6.416573	.38536501	.13038769	.5152607	.11160529	.34430319	.017969605	.23127836	1.4540688	29.450001	32.869999	95.5	32.450001	22.52	21.690001	12.47	12.78	11.23	11.75	14.44
51-9022.00	Grinding and Polishing Workers, Hand	2023	27.781889	.24637449	6.4214807	.38783333	.17771848	.51753348	.18264157	.44639334	.018170817	.39685225	1.5888966	26.549999	32.869999	95.5	32.450001	22.52	21.690001	12.47	12.78	11.23	11.75	14.03
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2010	.22532164	.07395675		.023788825						.0023517022		30.690001	31.629999		40.220001						19.93	
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2011	.37464696	.14717484		.028323982						.0047034044		29.76	31.629999		40.220001						19.93	
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2012	.55314994	.15908769		.072822109				.00025159557		.012193024	.00025159557	29.35	31.629999		40.220001				18.790001		19.93	18.790001
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2013	3.4211392	.17100054	1.695435	.10326755			0	.00070317119		.019682642	.00070317119	61.02	31.629999	83.489998	40.220001			90.010002	18.790001		19.93	18.790001
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2014	5.6065474	.18291338	2.7045076	.1350247			.0015471687	.0060943142		.025110897	.0060943142	60.09	31.629999	83.489998	40.220001			18.889999	18.790001		19.93	18.790001
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2015	9.2723522	.19589399	3.7135801	.17077686		.017985495	.0025998498	.0110355	.0016272702	.13394493	.047875136	49.529999	31.629999	83.489998	40.220001		17.75	18.889999	18.790001	20.030001	19.93	17.129999
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2016	13.283649	.24320143	4.0001822	.17454182	.038308639	.23294516	.068080835	.018343056	.0046107168	.15169975	.34940976	35.970001	31.629999	83.489998	40.220001	29.139999	17.75	18.889999	18.790001	20.030001	19.93	17.549999
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2017	13.734714	.244819	4.0260525	.19436538	.052854076	.23297819	.069941342	.019634666	.0066581354	.15795377	.35114753	35.77	31.629999	83.489998	40.220001	29.139999	17.75	18.889999	18.790001	20.030001	19.93	17.549999
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2018	15.974082	.24495459	4.6124282	.20588015	.052881252	.27548134	.073517554	.046614353	.0092184767	.17375872	.48835695	35.139999	31.629999	83.489998	40.220001	29.139999	17.75	18.889999	18.790001	20.030001	19.93	17.959999
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2019	20.695719	.24502571	5.8007436	.27051285	.05706552	.30726203	.099009886	.066813737	.017832287	.2071069	.59101045	34.52	31.629999	83.489998	40.220001	29.139999	17.75	18.889999	18.790001	20.030001	19.93	17.959999
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2020	22.513142	.24506004	5.8371997	.33060735	.06778992	.36920008	.10035969	.16431239	.019707434	.23317626	.90586758	32.040001	31.629999	83.489998	40.220001	29.139999	17.75	18.889999	18.790001	20.030001	19.93	17.24
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2021	24.156889	.2451386	5.8427582	.39089873	.11999204	.47507599	.10600389	.19723354	.020539582	.24613653	1.1627419	30.18	31.629999	83.489998	40.220001	29.139999	17.75	18.889999	18.790001	20.030001	19.93	17.34
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2022	25.728542	.24513867	5.8598351	.4039045	.13683699	.49673313	.12570491	.38655242	.020942641	.26467696	1.5017819	28.52	31.629999	83.489998	40.220001	29.139999	17.75	18.889999	18.790001	20.030001	19.93	17.030001
51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders	2023	27.859535	.24513875	5.8643174	.40649155	.18650888	.49892417	.20571555	.50117004	.021177143	.45416114	1.6502849	26.76	31.629999	83.489998	40.220001	29.139999	17.75	18.889999	18.790001	20.030001	19.93	17.030001
51-9031.00	Cutters and Trimmers, Hand	2010	.22726522	.077174909		.022145526						.0025106105		32.759998	40.939999		29.139999						26.35	
51-9031.00	Cutters and Trimmers, Hand	2011	.38053349	.15357903		.026367402						.005021221		33.07	40.939999		29.139999						26.35	
51-9031.00	Cutters and Trimmers, Hand	2012	.55819696	.16601025		.067791678				.00029096959		.013016924	.00029096959	31.309999	40.939999		29.139999				27.17		26.35	27.17
51-9031.00	Cutters and Trimmers, Hand	2013	3.6691227	.17844146	1.8814592	.096133985			0	.00081321551		.021012627	.00081321551	80.279999	40.939999	96.839996	29.139999			66.720001	27.17		26.35	27.17
51-9031.00	Cutters and Trimmers, Hand	2014	6.0370317	.19087268	3.0012479	.12569739			.0017706346	.0070480579		.026807677	.0070480579	80.07	40.939999	96.839996	29.139999			26.969999	27.17		26.35	27.17
51-9031.00	Cutters and Trimmers, Hand	2015	9.957612	.20441812	4.1210365	.15897983		.016797932	.0029753598	.012762526	.0017851696	.14299577	.049155477	67.959999	40.939999	96.839996	29.139999		11.13	26.969999	27.17	25.83	26.35	19.93
51-9031.00	Cutters and Trimmers, Hand	2016	14.151382	.25378412	4.4390845	.16248472	.037593998	.21756403	.077914096	.021213695	.0050581098	.16195032	.34075499	51.290001	40.939999	96.839996	29.139999	26.35	11.13	26.969999	27.17	25.83	26.35	15.48
51-9031.00	Cutters and Trimmers, Hand	2017	14.621009	.25547206	4.4677935	.1809389	.051868096	.21759489	.080043323	.02270744	.0073041953	.16862692	.34270895	50.360001	40.939999	96.839996	29.139999	26.35	11.13	26.969999	27.17	25.83	26.35	15.48
51-9031.00	Cutters and Trimmers, Hand	2018	17.023539	.25561354	5.1185069	.19165824	.051894762	.25729159	.084136069	.053909369	.010112975	.18549983	.4839955	49.639999	40.939999	96.839996	29.139999	26.35	11.13	26.969999	27.17	25.83	26.35	17.030001
51-9031.00	Cutters and Trimmers, Hand	2019	22.077751	.25568777	6.4372048	.25182623	.056000974	.28697383	.1133104	.077269897	.019562613	.22110142	.58970296	48.810001	40.939999	96.839996	29.139999	26.35	11.13	26.969999	27.17	25.83	26.35	17.75
51-9031.00	Cutters and Trimmers, Hand	2020	23.965704	.2557236	6.4776607	.30776948	.06652531	.34482217	.11485516	.19002683	.021619711	.2489323	.92183596	45.700001	40.939999	96.839996	29.139999	26.35	11.13	26.969999	27.17	25.83	26.35	19.1
51-9031.00	Cutters and Trimmers, Hand	2021	25.626289	.25580555	6.4838295	.36389604	.11775361	.4437072	.12131458	.22810006	.022532605	.26276833	1.1815114	43.220001	40.939999	96.839996	29.139999	26.35	11.13	26.969999	27.17	25.83	26.35	19
51-9031.00	Cutters and Trimmers, Hand	2022	27.312544	.25580564	6.50278	.37600338	.13428432	.46393433	.14386113	.44704685	.022974776	.28256154	1.5537816	40.939999	40.939999	96.839996	29.139999	26.35	11.13	26.969999	27.17	25.83	26.35	20.76
51-9031.00	Cutters and Trimmers, Hand	2023	29.61804	.25580573	6.5077538	.37841171	.18302959	.46598068	.23542811	.57960176	.023232032	.48484942	1.7213227	37.529999	40.939999	96.839996	29.139999	26.35	11.13	26.969999	27.17	25.83	26.35	21.07
51-9032.00	Cutting and Slicing Machine Setters, Operators, and Tenders	2010	.22585811	.080524758		.021413252						.0020379634		31.83	50.669998		23.959999						11.23	
51-9032.00	Cutting and Slicing Machine Setters, Operators, and Tenders	2011	.37904006	.16024527		.025495525						.0040759267		32.139999	50.669998		23.959999						11.23	
