occ_code_soc2010	occ_title_soc2010	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
49-9071	 Maintenance and Repair Workers, General	2019	21.741785	.26551911	5.9138927	.28737646	.060350664	.37276044	.10511426	.071324468	.018150557	.21092106	.69095916	49.029999	54.080002	84.779999	53.82	41.52	45.790001	26.23	26.23	24.030001	25.450001	38.150002
49-9071	 Maintenance and Repair Workers, General	2020	23.699743	.26555634	5.9510598	.35121721	.071692444	.44790167	.10654728	.17540547	.02005917	.23747052	1.0470517	47.09	54.080002	84.779999	53.82	41.52	45.790001	26.23	26.23	24.030001	25.450001	34.650002
49-9071	 Maintenance and Repair Workers, General	2021	25.494831	.26564145	5.9567275	.41526714	.12689975	.57634687	.11253947	.21054921	.020906169	.25066948	1.3450139	45.400002	54.080002	84.779999	53.82	41.52	45.790001	26.23	26.23	24.030001	25.450001	34.779999
49-9071	 Maintenance and Repair Workers, General	2022	27.177519	.26564154	5.9741373	.42908368	.14471442	.6026206	.13345516	.41264942	.021316422	.26955134	1.7191263	43.720001	54.080002	84.779999	53.82	41.52	45.790001	26.23	26.23	24.030001	25.450001	33.099998
49-9071	 Maintenance and Repair Workers, General	2023	29.418663	.2656416	5.9787068	.43183199	.19724582	.60527873	.21839876	.53500509	.021555111	.46252516	1.8802085	39.959999	54.080002	84.779999	53.82	41.52	45.790001	26.23	26.23	24.030001	25.450001	32.970001
49-9081	 Wind Turbine Service Technicians	2010	.22543156	.074413687	0	.023887213	0	0	0	0	0	.0022517631	0	34.130001	36.720001	22.6	45.009998	20.66	58.099998	9.5200005	84.910004	81.669998	20.01	79.339996
49-9081	 Wind Turbine Service Technicians	2011	.37470442	.14808413	0	.028441127	0	0	0	0	0	.0045035263	0	33.099998	36.720001	72.470001	45.009998	13.02	81.410004	43.98	7.71	83.349998	20.01	22.6
49-9081	 Wind Turbine Service Technicians	2012	.55256414	.1600706	0	.073123306	0	0	0	.00026199338	0	.011674864	.00026199338	32.32	36.720001	35.950001	45.009998	35.689999	91.650002	46.310001	24.42	12.5	20.01	24.42
49-9081	 Wind Turbine Service Technicians	2013	3.2742896	.17205705	1.58525	.10369467	0	0	0	.00073223136	0	.018846203	.00073223136	49.029999	36.720001	67.809998	45.009998	11.08	64.699997	60.689999	24.42	29.6	20.01	24.42
49-9081	 Wind Turbine Service Technicians	2014	5.3682127	.1840435	2.5287437	.13558315	0	0	.0016505352	.0063461764	0	.024043774	.0063461764	47.73	36.720001	67.809998	45.009998	79.730003	54.599998	26.879999	24.42	60.43	20.01	24.42
49-9081	 Wind Turbine Service Technicians	2015	8.9262037	.19710429	3.4722376	.17148319	0	.020507546	.0027735457	.011491568	.0015927585	.12825276	.052543633	39.700001	36.720001	67.809998	45.009998	60.040001	39.049999	26.879999	24.42	21.700001	20.01	30.25
49-9081	 Wind Turbine Service Technicians	2016	13.028329	.24470401	3.7402134	.17526372	.038812645	.26561037	.07262931	.019101126	.0045129317	.14525308	.39163017	33.349998	36.720001	67.809998	45.009998	34.91	39.049999	26.879999	24.42	21.700001	20.01	34.259998
49-9081	 Wind Turbine Service Technicians	2017	13.474374	.24633159	3.7644026	.19516927	.053549454	.26564804	.074614115	.020446116	.0065169279	.15124132	.39346299	33.349998	36.720001	67.809998	45.009998	34.91	39.049999	26.879999	24.42	21.700001	20.01	34.259998
49-9081	 Wind Turbine Service Technicians	2018	15.687057	.24646799	4.3126702	.20673168	.053576984	.31411126	.078429252	.048540797	.0090229688	.16637461	.54381955	33.48	36.720001	67.809998	45.009998	34.91	39.049999	26.879999	24.42	21.700001	20.01	32.189999
49-9081	 Wind Turbine Service Technicians	2019	20.323425	.24653956	5.423758	.27163169	.057816304	.35034844	.10562473	.069574967	.017454097	.19830562	.65630752	32.709999	36.720001	67.809998	45.009998	34.91	39.049999	26.879999	24.42	21.700001	20.01	31.540001
49-9081	 Wind Turbine Service Technicians	2020	22.182709	.2465741	5.4578447	.33197474	.068681799	.42097187	.10706472	.171103	.019289475	.22326712	.9978137	30.889999	36.720001	67.809998	45.009998	34.91	39.049999	26.879999	24.42	21.700001	20.01	30.629999
49-9081	 Wind Turbine Service Technicians	2021	23.891348	.24665314	5.4630423	.39251551	.12157073	.5416944	.113086	.2053847	.020103972	.23567663	1.2814815	30.379999	36.720001	67.809998	45.009998	34.91	39.049999	26.879999	24.42	21.700001	20.01	30.629999
49-9081	 Wind Turbine Service Technicians	2022	25.506229	.24665321	5.4790092	.40557507	.1386373	.56638849	.13410325	.40252766	.020498484	.25342914	1.6428642	30.120001	36.720001	67.809998	45.009998	34.91	39.049999	26.879999	24.42	21.700001	20.01	29.6
49-9081	 Wind Turbine Service Technicians	2023	27.664278	.24665329	5.4832001	.40817282	.18896268	.56888676	.21945938	.52188212	.020728013	.43486091	1.7992529	28.950001	36.720001	67.809998	45.009998	34.91	39.049999	26.879999	24.42	21.700001	20.01	29.469999
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2010	.25100556	.085497186	0	.025059953	0	0	0	0	0	.0025303024	0	55.25	66	66	52.27	9.6499996	34.389999	48.380001	93.459999	75.580002	30.379999	9
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2011	.41939813	.17014048	0	.029837441	0	0	0	0	0	.0050606048	0	55.380001	66	45.790001	52.27	57.580002	2.53	3.4300001	51.490002	92.029999	30.379999	15.61
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2012	.61393654	.18391223	0	.076713286	0	0	0	.00030397609	0	.013119024	.00030397609	51.360001	66	71.050003	52.27	10.17	53.169998	87.889999	34.389999	88.150002	30.379999	34.389999
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2013	3.7672977	.19768399	1.8665121	.10878555	0	0	0	.00084956677	0	.021177445	.00084956677	88.410004	66	95.790001	52.27	87.5	80.510002	4.73	34.389999	84.129997	30.379999	34.389999
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2014	6.1865458	.21145576	2.9774048	.14223959	0	0	.0019374822	.0073631117	0	.027017947	.0073631117	87.5	66	95.790001	52.27	50.189999	34.130001	37.240002	34.389999	38.02	30.379999	34.389999
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2015	10.267986	.2264619	4.0882978	.17990212	0	.022571327	.0032557291	.01333302	.0019090141	.14411737	.059120614	78.169998	66	95.790001	52.27	86.330002	50.32	37.240002	34.389999	34.52	30.379999	40.740002
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2016	14.945069	.28115132	4.4038191	.18386826	.042857885	.29234016	.085256003	.022161961	.0054090116	.16322058	.43532521	67.419998	66	95.790001	52.27	48.25	50.32	37.240002	34.389999	34.52	30.379999	46.18
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2017	15.448218	.2830213	4.4322996	.20475109	.059130635	.29238161	.087585866	.023722477	.0078109186	.16994956	.43743587	65.739998	66	95.790001	52.27	48.25	50.32	37.240002	34.389999	34.52	30.379999	45.66
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2018	17.993067	.28317806	5.0778432	.21688114	.059161033	.34572196	.092064269	.056319155	.010814555	.18695481	.60676879	65.349998	66	95.790001	52.27	48.25	50.32	37.240002	34.389999	34.52	30.379999	44.240002
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2019	23.314133	.28326029	6.3860655	.28496742	.0638422	.3856059	.1239877	.080723912	.020919755	.22283563	.73345488	64.18	66	95.790001	52.27	48.25	50.32	37.240002	34.389999	34.52	30.379999	43.07
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2020	25.402996	.28329995	6.4261999	.34827301	.075840145	.46333653	.12567803	.19852117	.023119563	.25088483	1.1203614	61.98	66	95.790001	52.27	48.25	50.32	37.240002	34.389999	34.52	30.379999	41.77
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2021	27.304073	.28339076	6.4323196	.41178599	.13424142	.59620804	.13274612	.23829629	.024095787	.26482937	1.4384038	58.349998	66	95.790001	52.27	48.25	50.32	37.240002	34.389999	34.52	30.379999	42.16
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2022	29.139866	.28339085	6.4511194	.42548671	.15308674	.62338716	.15741725	.46703011	.024568634	.28477782	1.85201	56.150002	66	95.790001	52.27	48.25	50.32	37.240002	34.389999	34.52	30.379999	40.220001
49-9091	 Coin, Vending, and Amusement Machine Servicers and Repairers	2023	31.597528	.28339094	6.4560537	.42821199	.20865729	.62613684	.25761262	.60551035	.024843736	.48865238	2.0322671	53.43	66	95.790001	52.27	48.25	50.32	37.240002	34.389999	34.52	30.379999	39.700001
49-9092	 Commercial Divers	2010	.1954281	.063818321	0	.021126837	0	0	0	0	0	.00194471	0	10.04	10.43	17.940001	23.120001	73.510002	59.259998	84.779999	67.029999	1.1	9.5200005	21.440001
49-9092	 Commercial Divers	2011	.32425234	.12699924	0	.025154507	0	0	0	0	0	.0038894201	0	10.04	10.43	8.2299995	23.120001	96.959999	32.84	74.550003	25.32	31.280001	9.5200005	45.009998
49-9092	 Commercial Divers	2012	.47927204	.137279	0	.06467326	0	0	0	.00022036044	0	.010082865	.00022036044	9.7799997	10.43	22.469999	23.120001	.70999998	2.53	68.849998	14.05	10.3	9.5200005	14.05
49-9092	 Commercial Divers	2013	2.9490221	.14755876	1.4571739	.091711834	0	0	0	.00061587378	0	.016276309	.00061587378	21.959999	10.43	49.419998	23.120001	11.33	26.23	15.48	14.05	48.119999	9.5200005	14.05
49-9092	 Commercial Divers	2014	4.8351045	.15783854	2.3244405	.11991532	0	0	.0013714635	.005337717	0	.020765133	.005337717	21.049999	10.43	49.419998	23.120001	23.77	6.54	14.44	14.05	48.380001	9.5200005	14.05
49-9092	 Commercial Divers	2015	8.0079784	.16903968	3.1917071	.15166679	0	.01775842	.0023045961	.0096654641	.0013226381	.11076403	.044957161	13.54	10.43	49.419998	23.120001	3.8199999	18.98	14.44	14.05	10.95	9.5200005	14.05
49-9092	 Commercial Divers	2016	11.591269	.20986193	3.4380326	.15501046	.034127142	.23000416	.060349196	.016065801	.0037475713	.12544616	.33731738	9.9099998	10.43	49.419998	23.120001	15.48	18.98	14.44	14.05	10.95	9.5200005	16.129999
49-9092	 Commercial Divers	2017	11.982713	.21125776	3.4602675	.17261575	.047084905	.23003678	.061998412	.017197059	.0054117045	.13061784	.33886543	9.9099998	10.43	49.419998	23.120001	15.48	18.98	14.44	14.05	10.95	9.5200005	16
49-9092	 Commercial Divers	2018	13.947178	.21137474	3.9642391	.18284202	.047109112	.27200332	.065168492	.040827271	.0074927388	.14368753	.46744403	9.5200005	10.43	49.419998	23.120001	15.48	18.98	14.44	14.05	10.95	9.5200005	15.61
49-9092	 Commercial Divers	2019	18.065189	.21143612	4.9855595	.24024227	.050836656	.30338275	.087765768	.058518935	.014494009	.1712644	.56363857	9.3900003	10.43	49.419998	23.120001	15.48	18.98	14.44	14.05	10.95	9.5200005	15.22
49-9092	 Commercial Divers	2020	19.681122	.21146575	5.0168924	.29361215	.060390458	.36453882	.088962287	.14391331	.016018121	.19282211	.85472119	9.1300001	10.43	49.419998	23.120001	15.48	18.98	14.44	14.05	10.95	9.5200005	14.31
49-9092	 Commercial Divers	2021	21.164146	.21153353	5.0216699	.34715691	.10689458	.469078	.093965493	.17274737	.016694486	.20353943	1.0978996	9.1300001	10.43	49.419998	23.120001	15.48	18.98	14.44	14.05	10.95	9.5200005	14.44
49-9092	 Commercial Divers	2022	22.553915	.21153359	5.0363469	.35870731	.12190084	.49046171	.11142916	.3385627	.017022092	.21887119	1.4041909	8.6099997	10.43	49.419998	23.120001	15.48	18.98	14.44	14.05	10.95	9.5200005	13.8
49-9092	 Commercial Divers	2023	24.403322	.21153367	5.0401993	.36100486	.16615091	.49262509	.18235332	.43895075	.017212695	.37556273	1.5362161	8.2299995	10.43	49.419998	23.120001	15.48	18.98	14.44	14.05	10.95	9.5200005	13.92
49-9093	 Fabric Menders, Except Garment	2010	.21361576	.071414977	0	.023022015	0	0	0	0	0	.0018679654	0	24.42	27.780001	25.059999	38.279999	21.57	41.77	33.23	96.57	79.470001	7.71	97.860001
49-9093	 Fabric Menders, Except Garment	2011	.3545163	.14211667	0	.027410984	0	0	0	0	0	.0037359309	0	23.25	27.780001	56.279999	38.279999	84.779999	37.630001	39.57	75.059998	30.25	7.71	17.940001
49-9093	 Fabric Menders, Except Garment	2012	.51916629	.15362009	0	.070474766	0	0	0	.00019234176	0	.0096849622	.00019234176	21.959999	27.780001	37.5	38.279999	5.7600002	39.18	74.68	8.1000004	94.879997	7.71	8.1000004
49-9093	 Fabric Menders, Except Garment	2013	3.5622644	.16512352	1.8764414	.099938832	0	0	0	.00053756585	0	.015633995	.00053756585	75.059998	27.780001	96.309998	38.279999	20.139999	42.68	72.860001	8.1000004	18.200001	7.71	8.1000004
49-9093	 Fabric Menders, Except Garment	2014	5.8212628	.17662694	2.9932437	.13067231	0	0	.0011412355	.0046590287	0	.019945676	.0046590287	72.470001	27.780001	96.309998	38.279999	58.23	7.3200002	7.71	8.1000004	67.68	7.71	8.1000004
49-9093	 Fabric Menders, Except Garment	2015	9.4709082	.18916142	4.1100459	.16527204	0	.018852066	.0019177229	.0084365057	.0012249723	.10639293	.044166159	58.740002	27.780001	96.309998	38.279999	32.189999	26.49	7.71	8.1000004	7.1900001	7.71	12.63
49-9093	 Fabric Menders, Except Garment	2016	13.329052	.23484299	4.4272456	.16891563	.036702212	.24416888	.050218347	.014023043	.0034708437	.12049565	.34602699	40.48	27.780001	96.309998	38.279999	25.969999	26.49	7.71	8.1000004	7.1900001	7.71	19.370001
49-9093	 Fabric Menders, Except Garment	2017	13.75075	.23640497	4.4558778	.18810022	.050637707	.24420349	.051590707	.015010464	.005012094	.12546325	.34741887	38.669998	27.780001	96.309998	38.279999	25.969999	26.49	7.71	8.1000004	7.1900001	7.71	19.370001
49-9093	 Fabric Menders, Except Garment	2018	15.969935	.23653588	5.1048555	.19924381	.050663739	.28875452	.054228622	.035636105	.0069394615	.13801716	.47322205	37.5	27.780001	96.309998	38.279999	25.969999	26.49	7.71	8.1000004	7.1900001	7.71	16.77
49-9093	 Fabric Menders, Except Garment	2019	20.616987	.23660457	6.4200368	.26179314	.054672547	.32206646	.073032491	.051078286	.013423745	.16450575	.56733733	36.080002	27.780001	96.309998	38.279999	25.969999	26.49	7.71	8.1000004	7.1900001	7.71	15.87
49-9093	 Fabric Menders, Except Garment	2020	22.28105	.23663773	6.4603848	.31995055	.064947233	.38698879	.074028142	.12561484	.014835312	.18521273	.84592324	31.93	27.780001	96.309998	38.279999	25.969999	26.49	7.71	8.1000004	7.1900001	7.71	13.54
49-9093	 Fabric Menders, Except Garment	2021	23.806581	.23671357	6.466537	.37829852	.11496033	.49796596	.078191467	.15078266	.015461734	.19550712	1.087767	29.6	27.780001	96.309998	38.279999	25.969999	26.49	7.71	8.1000004	7.1900001	7.71	13.67
49-9093	 Fabric Menders, Except Garment	2022	25.169405	.23671365	6.4854369	.39088506	.1310989	.5206666	.092723496	.29551464	.015765149	.21023384	1.3698382	27.4	27.780001	96.309998	38.279999	25.969999	26.49	7.71	8.1000004	7.1900001	7.71	12.24
49-9093	 Fabric Menders, Except Garment	2023	26.930334	.23671372	6.4903975	.39338872	.17868786	.52296317	.15174159	.38313845	.015941676	.36074179	1.4881302	23.51	27.780001	96.309998	38.279999	25.969999	26.49	7.71	8.1000004	7.1900001	7.71	12.24
49-9094	 Locksmiths and Safe Repairers	2010	.26001638	.086578719	0	.027469797	0	0	0	0	0	.0024935305	0	61.330002	68.849998	17.809999	66.900002	98.510002	14.18	35.560001	18.85	15.87	28.950001	95.919998
49-9094	 Locksmiths and Safe Repairers	2011	.43230054	.17229271	0	.032706704	0	0	0	0	0	.004987061	0	60.169998	68.849998	98.25	66.900002	93.589996	32.450001	99.68	79.209999	78.559998	28.950001	81.800003
49-9094	 Locksmiths and Safe Repairers	2012	.63574928	.18623868	0	.084090285	0	0	0	.00029468394	0	.012928369	.00029468394	56.93	68.849998	55.759998	66.900002	72.860001	26.879999	21.18	32.189999	35.82	28.950001	32.189999
49-9094	 Locksmiths and Safe Repairers	2013	3.7804091	.20018464	1.8376873	.11924672	0	0	0	.00082359649	0	.020869676	.00082359649	88.919998	68.849998	93.849998	66.900002	18.98	82.970001	75.059998	32.189999	31.280001	28.950001	32.189999
49-9094	 Locksmiths and Safe Repairers	2014	6.1908393	.21413063	2.9314241	.15591781	0	0	.0017487527	.0071380287	0	.026625302	.0071380287	87.889999	68.849998	93.849998	66.900002	75.190002	97.339996	29.99	32.189999	63.799999	28.950001	32.189999
49-9094	 Locksmiths and Safe Repairers	2015	10.278846	.22932659	4.0251608	.1972021	0	.024764799	.0029385895	.012925444	.0017611542	.14202297	.061633855	78.690002	68.849998	93.849998	66.900002	81.800003	57.580002	29.99	32.189999	29.08	28.950001	44.619999
49-9094	 Locksmiths and Safe Repairers	2016	14.996779	.28470784	4.3358092	.20154963	.044441488	.32074955	.076951228	.021484496	.0049900645	.16084856	.46684238	68.07	68.849998	93.849998	66.900002	52.400002	57.580002	29.99	32.189999	29.08	28.950001	50.450001
49-9094	 Locksmiths and Safe Repairers	2017	15.503965	.28660148	4.3638501	.22444062	.061315514	.32079503	.07905414	.022997309	.0072059352	.16747974	.46892533	66.769997	68.849998	93.849998	66.900002	52.400002	57.580002	29.99	32.189999	29.08	28.950001	50.450001
49-9094	 Locksmiths and Safe Repairers	2018	18.051517	.28676018	4.9994245	.23773713	.061347034	.37931895	.083096303	.054597549	.0099769291	.18423785	.6450581	65.739998	68.849998	93.849998	66.900002	52.400002	57.580002	29.99	32.189999	29.08	28.950001	48.639999
49-9094	 Locksmiths and Safe Repairers	2019	23.36104	.28684345	6.2874432	.31237081	.066201165	.42307881	.11191008	.078256287	.019299444	.21959724	.77682889	64.699997	68.849998	93.849998	66.900002	52.400002	57.580002	29.99	32.189999	29.08	28.950001	47.990002
49-9094	 Locksmiths and Safe Repairers	2020	25.49387	.28688365	6.3269577	.38176405	.078642435	.50836325	.11343576	.19245261	.021328868	.24723879	1.1736841	62.110001	68.849998	93.849998	66.900002	52.400002	57.580002	29.99	32.189999	29.08	28.950001	45.400002
49-9094	 Locksmiths and Safe Repairers	2021	27.460726	.28697559	6.332983	.45138469	.13920163	.65414709	.11981535	.23101187	.022229481	.26098067	1.5079781	59.650002	68.849998	93.849998	66.900002	52.400002	57.580002	29.99	32.189999	29.08	28.950001	45.66
49-9094	 Locksmiths and Safe Repairers	2022	29.29022	.28697568	6.3514924	.46640289	.15874329	.68396747	.14208327	.45275363	.022665704	.28063923	1.9221739	57.32	68.849998	93.849998	66.900002	52.400002	57.580002	29.99	32.189999	29.08	28.950001	43.720001
49-9094	 Locksmiths and Safe Repairers	2023	31.69556	.28697577	6.3563509	.46939024	.21636719	.68698436	.23251864	.58700073	.022919498	.48155093	2.0996876	53.82	68.849998	93.849998	66.900002	52.400002	57.580002	29.99	32.189999	29.08	28.950001	42.16
49-9095	 Manufactured Building and Mobile Home Installers	2010	.16830298	.056683779	0	.01807693	0	0	0	0	0	.0014223049	0	1.75	2.6600001	80.25	6.1500001	40.09	97.730003	44.240002	80.120003	70.010002	.31999999	56.41
49-9095	 Manufactured Building and Mobile Home Installers	2011	.27939832	.11280142	0	.021523159	0	0	0	0	0	.0028446098	0	1.62	2.6600001	1.23	6.1500001	87.110001	96.959999	58.099998	67.029999	18.98	.31999999	52.91
49-9095	 Manufactured Building and Mobile Home Installers	2012	.40850675	.12193196	0	.055336915	0	0	0	.00015811753	0	.0073743169	.00015811753	1.23	2.6600001	97.730003	6.1500001	64.440002	63.02	1.49	1.88	27.530001	.31999999	1.88
49-9095	 Manufactured Building and Mobile Home Installers	2013	2.6608891	.13106251	1.3665332	.078472152	0	0	0	.00044191434	0	.011904024	.00044191434	7.0599999	2.6600001	37.369999	6.1500001	31.93	3.04	88.410004	1.88	42.029999	.31999999	1.88
49-9095	 Manufactured Building and Mobile Home Installers	2014	4.3490229	.14019305	2.179853	.10260413	0	0	.00096322765	.0038300278	0	.015187021	.0038300278	6.02	2.6600001	37.369999	6.1500001	90.739998	44.369999	2.1400001	1.88	75.580002	.31999999	1.88
49-9095	 Manufactured Building and Mobile Home Installers	2015	7.1124315	.15014197	2.9931726	.1297719	0	.016046206	.0016186	.0069353608	.0009846075	.081009641	.037099473	2.4000001	2.6600001	37.369999	6.1500001	17.809999	9	2.1400001	1.88	1.1	.31999999	3.6900001
49-9095	 Manufactured Building and Mobile Home Installers	2016	10.166281	.18640052	3.2241759	.13263287	.028654777	.20782782	.042385381	.011527861	.0027897926	.091747724	.29282871	1.88	2.6600001	37.369999	6.1500001	2.78	9	2.1400001	1.88	1.1	.31999999	6.2800002
49-9095	 Manufactured Building and Mobile Home Installers	2017	10.49267	.18764029	3.2450275	.14769663	.039534733	.20785728	.043543682	.012339586	.0040286179	.095530137	.29397926	1.75	2.6600001	37.369999	6.1500001	2.78	9	2.1400001	1.88	1.1	.31999999	6.1500001
49-9095	 Manufactured Building and Mobile Home Installers	2018	12.195639	.1877442	3.7176507	.15644661	.039555062	.24577753	.045770142	.029295219	.0055777957	.10508894	.3995685	1.75	2.6600001	37.369999	6.1500001	2.78	9	2.1400001	1.88	1.1	.31999999	5.3800001
49-9095	 Manufactured Building and Mobile Home Installers	2019	15.748334	.18779872	4.6754417	.20556045	.042684883	.27413145	.061641015	.041989706	.010789729	.12525786	.47856098	1.36	2.6600001	37.369999	6.1500001	2.78	9	2.1400001	1.88	1.1	.31999999	5.3800001
49-9095	 Manufactured Building and Mobile Home Installers	2020	17.072336	.18782504	4.7048254	.25122577	.050706711	.329391	.06248137	.10326363	.011924318	.14102456	.71147263	.97000003	2.6600001	37.369999	6.1500001	2.78	9	2.1400001	1.88	1.1	.31999999	4.0799999
49-9095	 Manufactured Building and Mobile Home Installers	2021	18.299505	.18788524	4.7093058	.29704067	.089753799	.42385083	.065995306	.12395323	.012427823	.1488629	.91503781	.97000003	2.6600001	37.369999	6.1500001	2.78	9	2.1400001	1.88	1.1	.31999999	4.0799999
49-9095	 Manufactured Building and Mobile Home Installers	2022	19.392406	.1878853	4.7230701	.30692366	.10235378	.44317275	.07826066	.24293242	.012671702	.16007611	1.1492327	.97000003	2.6600001	37.369999	6.1500001	2.78	9	2.1400001	1.88	1.1	.31999999	3.8199999
49-9095	 Manufactured Building and Mobile Home Installers	2023	20.79347	.18788536	4.7266827	.30888951	.13950823	.44512755	.12807323	.31496492	.01281359	.27467579	1.2469527	.83999997	2.6600001	37.369999	6.1500001	2.78	9	2.1400001	1.88	1.1	.31999999	3.6900001
49-9096	 Riggers	2010	.21877673	.071316376	0	.024350295	0	0	0	0	0	.0019926114	0	27.91	27.530001	20.01	47.09	42.810001	50.709999	93.199997	60.689999	9.3900003	11.33	30.25
49-9096	 Riggers	2011	.3620289	.14192048	0	.028992493	0	0	0	0	0	.0039852229	0	26.620001	27.530001	85.169998	47.09	44.240002	52.009998	78.82	63.150002	87.889999	11.33	16.52
49-9096	 Riggers	2012	.53417861	.15340801	0	.074540883	0	0	0	.0002145327	0	.010331221	.0002145327	26.23	27.530001	29.6	47.09	25.969999	37.110001	44.240002	12.5	71.18	11.33	12.5
49-9096	 Riggers	2013	3.3699331	.16489555	1.692528	.10570491	0	0	0	.00059958611	0	.016677218	.00059958611	58.740002	27.530001	80.760002	47.09	23.51	82.32	49.029999	12.5	41	11.33	12.5
49-9096	 Riggers	2014	5.5093455	.17638309	2.6998703	.13821159	0	0	.0012897257	.0051965532	0	.02127661	.0051965532	57.060001	27.530001	80.760002	47.09	80.120003	89.699997	11.98	12.5	28.559999	11.33	12.5
49-9096	 Riggers	2015	9.0545397	.18890026	3.7072127	.17480759	0	.020014152	.0021672444	.0094098467	.0013212183	.11349232	.047789779	43.720001	27.530001	80.760002	47.09	33.740002	36.59	11.98	12.5	10.82	11.33	19.75
49-9096	 Riggers	2016	12.976132	.23451875	3.9933231	.17866141	.038500413	.25922	.056752432	.015640918	.0037435475	.12853609	.37044093	32.709999	27.530001	80.760002	47.09	33.48	36.59	11.98	12.5	10.82	11.33	26.620001
49-9096	 Riggers	2017	13.406142	.23607858	4.0191488	.19895287	.053118668	.25925678	.058303356	.016742261	.005405894	.13383515	.37198144	32.189999	27.530001	80.760002	47.09	33.48	36.59	11.98	12.5	10.82	11.33	26.620001
49-9096	 Riggers	2018	15.58292	.23620932	4.6045194	.2107394	.053145975	.30655405	.061284501	.039747532	.007484694	.14722678	.50825626	31.540001	27.530001	80.760002	47.09	33.48	36.59	11.98	12.5	10.82	11.33	25.059999
49-9096	 Riggers	2019	20.146704	.23627791	5.7907972	.27689758	.057351191	.34191939	.082535006	.056971323	.014478446	.1754829	.61020637	30.25	27.530001	80.760002	47.09	33.48	36.59	11.98	12.5	10.82	11.33	23.9
49-9096	 Riggers	2020	21.890196	.23631102	5.8271909	.33841047	.068129279	.41084367	.083660208	.14010735	.016000921	.19757161	.91366136	27.91	27.530001	80.760002	47.09	33.48	36.59	11.98	12.5	10.82	11.33	20.790001
49-9096	 Riggers	2021	23.505228	.23638676	5.8327403	.40012488	.12059273	.52866173	.088365234	.16817884	.01667656	.20855293	1.1745697	26.879999	27.530001	80.760002	47.09	33.48	36.59	11.98	12.5	10.82	11.33	21.18
49-9096	 Riggers	2022	24.957094	.23638684	5.8497877	.4134376	.137522	.55276167	.10478809	.32960895	.017003814	.22426233	1.4848467	25.709999	27.530001	80.760002	47.09	33.48	36.59	11.98	12.5	10.82	11.33	18.85
49-9096	 Riggers	2023	26.852661	.23638691	5.8542619	.41608572	.18744254	.55519986	.17148523	.42734209	.017194211	.3848134	1.6158913	22.860001	27.530001	80.760002	47.09	33.48	36.59	11.98	12.5	10.82	11.33	18.200001
49-9097	 Signal and Track Switch Repairers	2010	.25422055	.083862349	0	.028416356	0	0	0	0	0	.0021198108	0	57.060001	63.02	4.73	71.440002	61.200001	40.220001	91.260002	41.650002	74.68	15.35	36.459999
49-9097	 Signal and Track Switch Repairers	2011	.42050859	.1668871	0	.033833716	0	0	0	0	0	.0042396216	0	55.759998	63.02	5.3800001	71.440002	94.370003	1.88	42.029999	26.360001	38.02	15.35	69.370003
49-9097	 Signal and Track Switch Repairers	2012	.61780608	.18039554	0	.086987861	0	0	0	.00023223378	0	.01099072	.00023223378	53.040001	63.02	47.990002	71.440002	31.540001	45.139999	91.260002	16	29.860001	15.35	16
49-9097	 Signal and Track Switch Repairers	2013	3.7211387	.19390397	1.8282208	.12335571	0	0	0	.00064905791	0	.01774182	.00064905791	85.43	63.02	92.68	71.440002	72.470001	29.34	97.220001	16	25.450001	15.35	16
49-9097	 Signal and Track Switch Repairers	2014	6.0725579	.20741239	2.9163237	.16129041	0	0	.0015074281	.0056253192	0	.022634815	.0056253192	84.129997	63.02	92.68	71.440002	9.2600002	20.4	20.530001	16	54.080002	15.35	16
49-9097	 Signal and Track Switch Repairers	2015	9.963294	.2221316	4.0044265	.20399727	0	.022768106	.0025330698	.01018625	.0014235288	.1207372	.053335104	72.599998	63.02	92.68	71.440002	52.91	50.709999	20.530001	16	14.18	15.35	31.93
49-9097	 Signal and Track Switch Repairers	2016	14.358102	.27577528	4.3134747	.20849462	.04319128	.29488876	.066332109	.016931446	.0040334347	.1367413	.41788661	58.869999	63.02	92.68	71.440002	49.16	50.709999	20.530001	16	14.18	15.35	41.650002
